bits,condition,seed,run_name,chip,trial,auc,pauc,auc_id1,auc_id2,auc_id3,auc_id4
4,nominal,1,bits_wsb4_s1,1,0,0.44793384995507635,0.4926594466440544,0.4670238095238095,0.4386630727762803,0.4721940700808625,0.4138544474393531
4,nominal,1,bits_wsb4_s1,2,0,0.4487497243322715,0.4935353499529269,0.4632792207792208,0.43253908355795145,0.48651212938005395,0.4126684636118598
4,nominal,1,bits_wsb4_s1,3,0,0.45860999142367065,0.4952236938830782,0.43801948051948053,0.4799460916442048,0.4950943396226415,0.42138005390835576
4,nominal,1,bits_wsb4_s1,4,0,0.4559666850445152,0.49457133399536574,0.45611471861471864,0.45689487870619944,0.4848194070080863,0.42603773584905663
4,nominal,1,bits_wsb4_s1,5,0,0.44790228089520534,0.49397641831852357,0.4478463203463203,0.4441078167115903,0.46491644204851745,0.43473854447439353
4,nominal,1,bits_wsb4_s1,6,0,0.4473829228947154,0.49270071619873007,0.46018398268398264,0.45781132075471703,0.46746091644204857,0.4040754716981132
4,nominal,1,bits_wsb4_s1,7,0,0.4584572102425877,0.4956768529385212,0.4503571428571429,0.4477304582210243,0.4824905660377359,0.4532506738544474
4,nominal,1,bits_wsb4_s1,8,0,0.43376990933594706,0.49053755744421085,0.4303896103896104,0.43390835579514825,0.46365498652291104,0.4071266846361186
4,nominal,1,bits_wsb4_s1,9,0,0.45066257249040265,0.49185227218990873,0.4794696969696969,0.442932614555256,0.4811428571428571,0.39910512129380055
4,quant_only,1,bits_wsb4_s1,0,0,0.45147824266928044,0.49289766010222813,0.4526515151515152,0.4592560646900269,0.4758598382749326,0.41814555256064695
4,nominal,2,bits_wsb4_s2,0,0,0.3940622600669771,0.5077900583362351,0.39170995670995673,0.5133692722371967,0.32959568733153644,0.3415741239892184
4,nominal,2,bits_wsb4_s2,1,0,0.39375173568569793,0.49996673716882256,0.2911255411255411,0.47778975741239893,0.37518059299191375,0.43091105121293793
4,nominal,2,bits_wsb4_s2,2,0,0.3959694927713796,0.5093569042675299,0.441948051948052,0.520345013477089,0.30163881401617254,0.31994609164420484
